tv_series,tv_seriesLabel,start_time,end_time,award,awardLabel,award_year,award_type
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q3062632,Премия «Эмми» в категории «Лучшая приглашённая актриса в драматическом телесериале»,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q2350896,премия «Спутник» за лучшую женскую роль в телевизионном сериале — драма,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q6952071,NAACP Image Award лучшей актрисе второго плана в драматическом сериале,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q1255198,Премия «Золотой глобус» за лучший телевизионный сериал — драма,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q1257501,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q989438,премия «Эмми» за лучший драматический сериал,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q2350896,премия «Спутник» за лучшую женскую роль в телевизионном сериале — драма,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q1257501,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q2558222,Премия Гильдии киноактёров США за лучший каскадёрский ансамбль в телесериалах,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q3473896,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q6952069,NAACP Image Award лучшему актёру второго плана в драматическом сериале,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q3473887,Премия «Спутник» за лучший жанровый телевизионный сериал,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q2530270,Премия Гильдии киноактёров США за лучший актёрский состав в драматическом сериале,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q3473898,премия «Спутник» за лучшую мужскую роль в драматическом телесериале,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q1659581,NAACP Image Award за лучший драматический сериал,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008-09-07T00:00:00Z,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q8038470,Премия Гильдии сценаристов США за лучший сценарий в новом телесериале,,
http://www.wikidata.org/entity/Q7847458,Настоящая любовь,2012-06-17T00:00:00Z,2012-06-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19866736,Настоящие О’Нилы,2016-03-02T00:00:00Z,2017-03-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1039694,Настоящие аферисты,2006-02-09T00:00:00Z,2012-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2604598,Настоящие дикари,2004-09-24T00:00:00Z,2005-06-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2690883,Настоящие люди,2012-01-22T00:00:00Z,2014-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19011,Настоящий Арон Стоун,2009-02-13T00:00:00Z,2010-07-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110955254,Настоящий американец: Возвращение домой,2022-02-21T00:00:00Z,2024-09-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q24204586,Настоящий гений,2016-10-27T00:00:00Z,2017-05-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7847400,Настоящий детектив,2014-01-12T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q2656586,Настоящий секс в другом городе,2010-06-20T00:00:00Z,2012-09-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106695148,"Настя, соберись!",2021-01-03T00:00:00Z,2021-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q111169891,Наутилус,2024-01-01T00:00:00Z,2024-10-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q26906184,Научи меня любить,2016-08-26T00:00:00Z,2017-01-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1529819,Научная нефантастика,2009-12-01T00:00:00Z,2010-11-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q20010617,Научные глупости,2014-07-21T00:00:00Z,2015-03-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q65330014,Научный парень,,,,,,
http://www.wikidata.org/entity/Q17378072,Нация Z,2014-09-12T00:00:00Z,2018-12-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1400206,Нация пришельцев,1989-09-18T00:00:00Z,1990-05-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107072019,Начальная школа Эбботт (телесериал),2021-12-07T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q28087902,Начальница,2017-04-21T00:00:00Z,2017-04-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q97299802,Начинаем снова,,,,,,
http://www.wikidata.org/entity/Q122699546,Наш алфавит,2009-01-17T00:00:00Z,2009-11-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110627977,Наш блюз,2022-04-09T00:00:00Z,2022-06-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7111110,Наш общий друг,,,,,,
http://www.wikidata.org/entity/Q7111108,Наш общий друг,1958-11-07T00:00:00Z,1959-01-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7111109,Наш общий друг,1998-03-09T00:00:00Z,1998-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107324490,Наш флаг означает смерть,2022-03-03T00:00:00Z,2023-10-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1974780,Наша Russia,2006-11-04T00:00:00Z,2011-10-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4315218,Наша Казаша,2008-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q60747233,Наша планета,2019-04-05T00:00:00Z,2023-06-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q117281304,Наша тайна,2021-08-08T00:00:00Z,2021-10-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q278193,Наша эра,1985-09-20T00:00:00Z,1985-10-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107474096,Наше любимое лето,2021-12-06T00:00:00Z,2022-01-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q543084,Нашествие,2005-09-21T00:00:00Z,2006-05-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110639762,Нашими глазами,,,,,,
http://www.wikidata.org/entity/Q137477817,Наёмник (сериал),,,,,,
http://www.wikidata.org/entity/Q4315356,Не апельсинами едиными…,1990-01-10T00:00:00Z,1990-01-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q6053605,Не буду работать без тебя,,,,,,
http://www.wikidata.org/entity/Q4380,Не доверяйте с--- из квартиры 23,2012-04-11T00:00:00Z,2013-05-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q613171,Не крутите ручку настройки,1967-12-26T00:00:00Z,1969-05-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2618718,Не навреди,2013-01-31T00:00:00Z,2013-09-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q60339418,Не отпускай мою руку,2018-07-22T00:00:00Z,2019-12-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15982347,Не пригодный для свидания,2014-05-29T00:00:00Z,2016-01-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1963084,Не родись красивой,2005-09-05T00:00:00Z,2006-07-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1212488,Не родись красивой,2000-08-28T00:00:00Z,2001-04-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1703401,Не родись красивой,2006-07-10T00:00:00Z,2009-08-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1247892,"Не сдавайся, Нина!",2007-10-29T00:00:00Z,2008-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106959099,Не сработало,2022-03-18T00:00:00Z,2022-04-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1858447,Не та дверь,2008-08-28T00:00:00Z,2008-10-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110021845,Не я,2021-12-12T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q5978057,Небеса не простят,1982-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q711765,"Небеса, земля и люди",2009-01-04T00:00:00Z,2009-11-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q5674164,Небесная Ана,1974-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q3962640,Небесные странники,1995-03-19T00:00:00Z,1995-09-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q58213269,Небесный замок,2018-11-23T00:00:00Z,2019-02-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q626417,Небесный суд,2012-06-19T00:00:00Z,2014-11-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q795330,Небо ночью,1957-04-24T00:00:00Z,2013-01-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106611322,Невежественные ангелы,2022-04-13T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q1352415,Неверленд,2011-12-04T00:00:00Z,2011-12-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107040711,Неверная,2021-05-24T00:00:00Z,2021-06-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q323818,Невероятная история,2010-06-13T00:00:00Z,2010-09-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q124900280,Невероятная история Формулы-1,2023-11-15T00:00:00Z,2023-11-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q988007,Невероятно милая семья из Будапешта,2006-10-17T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q4907844,Невероятные приключения Билла и Теда,1992-06-28T00:00:00Z,1992-08-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4907849,Невероятные приключения Билла и Тэда,1990-09-15T00:00:00Z,1991-11-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3087775,Невероятные приключения Марека Пегуса,1967-10-05T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q670579,Невероятный Халк,1978-03-10T00:00:00Z,1982-06-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q130292857,Невеста комдива,,,,,,
http://www.wikidata.org/entity/Q67932423,Невеста призрака,2020-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q25395005,Невидимки,2010-04-19T00:00:00Z,2014-06-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4315768,Невидимые миры Ричарда Хаммонда,2010-03-16T00:00:00Z,2010-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q86740705,Невидимый город,,,,,,
http://www.wikidata.org/entity/Q48865102,Невинные,2018-08-24T00:00:00Z,2018-08-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q59959985,Невиновный человек,2018-12-14T00:00:00Z,2018-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q56309958,Невский,2016-04-11T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q7263883,Негодяй,2008-01-02T00:00:00Z,2008-02-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q652626,Нед и Стейси,1995-09-11T00:00:00Z,1997-01-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q136482037,Недетское кино,,,,,,
http://www.wikidata.org/entity/Q55698761,Неживые,2018-09-06T00:00:00Z,2018-10-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q111594182,Нежность,2020-01-01T00:00:00Z,2020-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7729060,Нежные майские цветы,1991-04-07T00:00:00Z,1993-04-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3577058,Нежный возраст,2002-09-02T00:00:00Z,2002-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2032498,Нежный яд,1999-01-18T00:00:00Z,1999-09-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q97567948,Незаконченная любовь,2020-09-10T00:00:00Z,2020-10-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1149059,Неземной серфинг,2012-05-29T00:00:00Z,2012-12-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28972794,Незнакомец,2017-06-10T00:00:00Z,2017-07-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4316334,Незнакомка из Уайлдфелл-Холла,1968-12-28T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q4316335,Незнакомка из Уайлдфелл-Холла,1996-11-17T00:00:00Z,1996-11-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q65332996,Незнакомцы из ада,2019-08-31T00:00:00Z,2019-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2276400,Неизвестные лица,2010-06-07T00:00:00Z,2010-08-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q20642732,Неизвестный город,2016-06-05T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q129262778,Неисправимые,2017-09-11T00:00:00Z,2018-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q124692835,Нейромант,,,,,,
http://www.wikidata.org/entity/Q10935299,Нейтан спешит на выручку,2013-02-28T00:00:00Z,2017-11-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q96396004,Некогда стыдиться,2019-11-19T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q65069255,Некст,2020-10-06T00:00:00Z,2020-12-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q23781164,Нелюди,2017-09-29T00:00:00Z,2017-11-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q31183469,Неманичи — рождение королевства,,,,,,
http://www.wikidata.org/entity/Q367908,Немного за сорок,2003-06-29T00:00:00Z,2003-08-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4316980,Немного не в себе,2011-08-29T00:00:00Z,2011-09-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1513601,Немой свидетель,1996-02-21T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q4317081,Ненависть,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q59772989,Ненастье,2018-11-12T00:00:00Z,2018-11-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q39070180,Ненасытная,2018-08-10T00:00:00Z,2019-10-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q276849,Необходимая жестокость,2011-06-29T00:00:00Z,2013-08-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q5247142,"Необъяснимо, но факт",2005-03-03T00:00:00Z,2008-07-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q85981769,Необыкновенная закусочная,2020-05-20T00:00:00Z,2020-06-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1066688,Необыкновенная семейка,2010-09-28T00:00:00Z,2011-04-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q98099408,Необыкновенный охотник на демонов,2020-11-28T00:00:00Z,2021-01-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q65069235,Необыкновенный плейлист Зои,2020-01-07T00:00:00Z,2021-05-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110118400,Необычный адвокат У Ён У,2022-06-29T00:00:00Z,2022-08-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1139660,Необычный детектив,2009-04-08T00:00:00Z,2009-06-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q463655,Неопределившиеся,2001-09-25T00:00:00Z,2002-03-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15140455,Неосторожные,2014-06-29T00:00:00Z,2014-09-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4317249,Неотложка,2004-01-12T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q4317246,Неотложка-2,2005-08-29T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q115434913,Непобедимая любовь,2023-02-20T00:00:00Z,2023-06-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7538050,Непобедимые скайеры,1995-09-10T00:00:00Z,1996-10-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2985552,Непобедимый воин,2009-04-07T00:00:00Z,2011-09-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q48699734,Неподходящая работа для женщины,1997-10-24T00:00:00Z,2001-05-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1315853,Непокорная,2006-06-30T00:00:00Z,2007-04-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q44925,Непокорное сердце,2013-02-25T00:00:00Z,2013-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110864087,Непослушная мартышка,2024-08-14T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q28415637,Непревзойдённый,,,,,,
http://www.wikidata.org/entity/Q176027,Непридуманные истории,1979-03-24T00:00:00Z,1988-05-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q323764,Неприкасаемые,1993-01-11T00:00:00Z,1994-05-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1247488,Неприкасаемые,1959-10-15T00:00:00Z,1963-05-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q18462972,Неприкаянные сердца,1980-01-01T00:00:00Z,1980-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4317384,Неприкосновенные,2009-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q118289453,Неприличные деньги,,,,,,
http://www.wikidata.org/entity/Q135818774,Неприятно познакомиться,2025-11-03T00:00:00Z,2025-12-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16581787,Непрухи,2010-11-06T00:00:00Z,http://www.wikidata.org/.well-known/genid/86b806b050c87c8cbfa8dacf84ad3055,,,,
http://www.wikidata.org/entity/Q3558962,Нерасказанная история США,2012-11-12T00:00:00Z,2013-10-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q30514131,Нераскрытое дело,2018-02-27T00:00:00Z,2018-05-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q134437778,Нераскрытое дело: Кто убил Джонбенет Рэмси,,,,,,
http://www.wikidata.org/entity/Q111917380,Нереалити,2022-04-19T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q15724865,Нереально,2015-06-01T00:00:00Z,2018-07-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q79784974,Нерегулярные части,2021-03-26T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q16889037,Несгибаемая Кимми Шмидт,2015-03-06T00:00:00Z,2020-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106472436,Несломленная,2021-04-04T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q112672817,Несовершенные,2022-09-08T00:00:00Z,2022-11-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q134428516,Несовершенные женщины,2026-03-18T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q6034432,Несправедливость,2011-06-06T00:00:00Z,2011-06-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3338451,Нестор Бурма,1991-09-29T00:00:00Z,2003-11-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q122724275,Несчастливое счастье,2007-09-17T00:00:00Z,2010-02-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q759477,Несчастливы вместе,1995-01-11T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q13338296,Несчастные,2014-02-17T00:00:00Z,2014-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4658889,Нет места милее дома родного,2013-04-28T00:00:00Z,2018-10-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q745464,Нетакая,2004-09-12T00:00:00Z,2007-12-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28443618,Нетипичный,2017-08-11T00:00:00Z,2021-07-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q6980860,Нетронутые уголки дикой природы,2012-07-16T00:00:00Z,2013-03-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q17564506,Неудавшаяся жизнь,2014-10-17T00:00:00Z,2014-12-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4317981,Неудача Пуаро,2002-11-06T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q16243705,Неудачница,2014-10-28T00:00:00Z,2014-12-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q203837,Неуклюжая,2011-07-19T00:00:00Z,2016-05-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2023051,Неукротимая Хильда,1998-05-17T00:00:00Z,1998-07-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q64982669,Неукротимый: Повелитель Чэньцин,2019-06-27T00:00:00Z,2019-08-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28443629,Неуправляемая,2017-03-24T00:00:00Z,2018-09-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16680483,Неформат телесериал,,,,,,
http://www.wikidata.org/entity/Q47642903,Нечистые деньги,2018-01-26T00:00:00Z,2020-03-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116880087,Нечто убивает детей,,,,,,
http://www.wikidata.org/entity/Q6553844,Нижнее бельё (телесериал),2009-07-03T00:00:00Z,2010-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q13418131,Низкое зимнее солнце,2013-08-11T00:00:00Z,2013-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q56885750,Ник вам покажет,2019-04-15T00:00:00Z,2019-08-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1985313,Ник и Перри,2000-10-25T00:00:00Z,2001-06-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116947667,Никаких секретов,2024-05-01T00:00:00Z,2024-06-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q390405,Никита,2010-09-09T00:00:00Z,2013-12-27T00:00:00Z,http://www.wikidata.org/entity/Q18154845,Teen Choice Award за лучшую мужскую роль в экшн-фильме,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q390405,Никита,2010-09-09T00:00:00Z,2013-12-27T00:00:00Z,http://www.wikidata.org/entity/Q18154845,Teen Choice Award за лучшую мужскую роль в экшн-фильме,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q390405,Никита,2010-09-09T00:00:00Z,2013-12-27T00:00:00Z,http://www.wikidata.org/entity/Q18154845,Teen Choice Award за лучшую мужскую роль в экшн-фильме,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q18152910,"Никки, Рикки, Дикки и Дон",2014-09-13T00:00:00Z,2018-08-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q20470750,Никогда не откажусь,2015-02-12T00:00:00Z,2016-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16085077,Никола Тесла,,,,,,
http://www.wikidata.org/entity/Q97356356,Николас Никлби,1968-02-11T00:00:00Z,1968-05-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q97356531,Николас Никльби,1957-10-18T00:00:00Z,1957-12-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q49139327,Николас Никльби,1977-03-27T00:00:00Z,1977-05-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q76259803,Никто не видит,2019-11-22T00:00:00Z,2019-11-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3449533,"Никто не скажет мне, как любить тебя",2008-09-23T00:00:00Z,2009-04-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q113005314,Никто не узнает,,,,,,
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,2024-09-26T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q1970784,"Никто, кроме тебя",1985-02-11T00:00:00Z,1985-07-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15125497,Нимфы,2013-11-03T00:00:00Z,2014-06-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15125497,Нимфы,2013-10-29T00:00:00Z,2014-06-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q114175550,Нина,2022-10-03T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q4321419,Нина,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q55074620,Ниндзяк против вселенной Вэлиант,2018-04-21T00:00:00Z,2018-04-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3203805,Ниро Вульф,1981-01-16T00:00:00Z,1981-06-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3874787,Ниро Вульф,2012-04-05T00:00:00Z,2012-05-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28665848,Ниро Вульф и Арчи Гудвин,,,,,,
http://www.wikidata.org/entity/Q15634798,Нити судьбы,2013-10-21T00:00:00Z,2014-01-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q111466761,Ничего,2023-10-11T00:00:00Z,2023-10-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q124485743,Ничего не говори,2024-11-14T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q19954641,Ничего не происходит,2015-10-22T00:00:00Z,2018-12-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16888237,"Ничего страшного, это любовь",2014-07-23T00:00:00Z,2014-09-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q99449994,Ничья земля,2020-11-18T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q978407,Ничья любовь,1990-09-10T00:00:00Z,1991-06-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753610,Новая Гиджет,1986-09-15T00:00:00Z,1988-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q260654,Новая Жанна Д’Арк,2003-09-26T00:00:00Z,2005-04-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2184885,Новая бесконечная история,2001-10-01T00:00:00Z,2002-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4322414,Новая жертва,1995-03-13T00:00:00Z,1995-11-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116771872,Новая жизнь Анны,2023-03-01T00:00:00Z,2023-07-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q25184385,Новая кровь,2016-06-09T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q29121773,Новая невеста,2017-03-11T00:00:00Z,2018-11-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q498265,Новая норма,2012-09-10T00:00:00Z,2013-04-02T00:00:00Z,,,,
