tv_series,tv_seriesLabel,start_date,end_date,award,awardLabel,award_year,award_type
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q1255198,Премия «Золотой глобус» за лучший телевизионный сериал — драма,2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q989438,премия «Эмми» за лучший драматический сериал,2023-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q3123491,Прайм-тайм премия «Эмми» за лучший сценарий драматического телесериала,2019-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q7243507,Прайм-таймовая премия «Эмми» за лучшую оригинальную главную вступительную музыкальную тему,2019-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q1255198,Премия «Золотой глобус» за лучший телевизионный сериал — драма,2021-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q1257493,Премия «Золотой глобус» за лучшую мужскую роль в телевизионном сериале — драма,2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q1255198,Премия «Золотой глобус» за лучший телевизионный сериал — драма,2023-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q3473896,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",2019-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q3025728,Премия «Спутник» за лучший телевизионный сериал — драма,2019-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30599007,Наследники,,2023-05-28T00:00:00Z,http://www.wikidata.org/entity/Q5280674,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,2019-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q13409848,Наследники,,2013-12-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q131315098,Наследники. Дар крови,,,,,,
http://www.wikidata.org/entity/Q23763172,Наследники: Школа секретов,,2015-07-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q2350896,премия «Спутник» за лучшую женскую роль в телевизионном сериале — драма,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q1257501,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q135498,Генезис,,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q2558222,Премия Гильдии киноактёров США за лучший каскадёрский ансамбль в телесериалах,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q7426017,Премия «Спутник» за лучший актёрский состав в телесериале,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,,2014-08-24T00:00:00Z,http://www.wikidata.org/entity/Q3473896,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",,
http://www.wikidata.org/entity/Q7847458,Настоящая любовь,,2012-06-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19866736,Настоящие О’Нилы,,2017-03-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1039694,Настоящие аферисты,,2012-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2604598,Настоящие дикари,,2005-06-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2690883,Настоящие люди,,2014-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19011,Настоящий Арон Стоун,,2010-07-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110955254,Настоящий американец: Возвращение домой,,2024-09-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q24204586,Настоящий гений,,2017-05-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7847400,Настоящий детектив,,,,,,
http://www.wikidata.org/entity/Q2656586,Настоящий секс в другом городе,,2012-09-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106695148,"Настя, соберись!",,2021-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q111169891,Наутилус,,2024-10-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q26906184,Научи меня любить,,2017-01-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1529819,Научная нефантастика,,2010-11-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q20010617,Научные глупости,,2015-03-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q65330014,Научный парень,,,,,,
http://www.wikidata.org/entity/Q17378072,Нация Z,,2018-12-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1400206,Нация пришельцев,,1990-05-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107072019,Начальная школа Эбботт (телесериал),,,http://www.wikidata.org/entity/Q596294,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,2023-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q28087902,Начальница,,2017-04-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q97299802,Начинаем снова,,,,,,
http://www.wikidata.org/entity/Q122699546,Наш алфавит,,2009-11-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110627977,Наш блюз,,2022-06-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7111110,Наш общий друг,,,,,,
http://www.wikidata.org/entity/Q7111108,Наш общий друг,,1959-01-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7111109,Наш общий друг,,1998-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107324490,Наш флаг означает смерть,,2023-10-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1974780,Наша Russia,,2011-10-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4315218,Наша Казаша,,,,,,
http://www.wikidata.org/entity/Q60747233,Наша планета,,2023-06-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q117281304,Наша тайна,,2021-10-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q278193,Наша эра,,1985-10-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107474096,Наше любимое лето,,2022-01-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q543084,Нашествие,,2006-05-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110639762,Нашими глазами,,,,,,
http://www.wikidata.org/entity/Q137477817,Наёмник (сериал),,,,,,
http://www.wikidata.org/entity/Q4315356,Не апельсинами едиными…,,1990-01-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q6053605,Не буду работать без тебя,,,,,,
http://www.wikidata.org/entity/Q4380,Не доверяйте с--- из квартиры 23,,2013-05-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q613171,Не крутите ручку настройки,,1969-05-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2618718,Не навреди,,2013-09-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q60339418,Не отпускай мою руку,,2019-12-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15982347,Не пригодный для свидания,,2016-01-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1212488,Не родись красивой,,2001-04-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1703401,Не родись красивой,,2009-08-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1963084,Не родись красивой,,2006-07-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1247892,"Не сдавайся, Нина!",,2008-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106959099,Не сработало,,2022-04-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1858447,Не та дверь,,2008-10-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110021845,Не я,,,,,,
http://www.wikidata.org/entity/Q5978057,Небеса не простят,,,,,,
http://www.wikidata.org/entity/Q711765,"Небеса, земля и люди",,2009-11-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q5674164,Небесная Ана,,,,,,
http://www.wikidata.org/entity/Q3962640,Небесные странники,,1995-09-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q58213269,Небесный замок,,2019-02-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q626417,Небесный суд,,2014-11-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q795330,Небо ночью,,2013-01-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106611322,Невежественные ангелы,,,,,,
http://www.wikidata.org/entity/Q1352415,Неверленд,,2011-12-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q107040711,Неверная,,2021-06-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q323818,Невероятная история,,2010-09-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q124900280,Невероятная история Формулы-1,,2023-11-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q988007,Невероятно милая семья из Будапешта,,,,,,
http://www.wikidata.org/entity/Q4907844,Невероятные приключения Билла и Теда,,1992-08-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4907849,Невероятные приключения Билла и Тэда,,1991-11-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3087775,Невероятные приключения Марека Пегуса,,,,,,
http://www.wikidata.org/entity/Q670579,Невероятный Халк,,1982-06-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q130292857,Невеста комдива,,,,,,
http://www.wikidata.org/entity/Q67932423,Невеста призрака,,,,,,
http://www.wikidata.org/entity/Q25395005,Невидимки,,2014-06-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4315768,Невидимые миры Ричарда Хаммонда,,2010-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q86740705,Невидимый город,,,,,,
http://www.wikidata.org/entity/Q48865102,Невинные,,2018-08-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q59959985,Невиновный человек,,2018-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q56309958,Невский,,,,,,
http://www.wikidata.org/entity/Q7263883,Негодяй,,2008-02-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q652626,Нед и Стейси,,1997-01-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q136482037,Недетское кино,,,,,,
http://www.wikidata.org/entity/Q55698761,Неживые,,2018-10-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q111594182,Нежность,,2020-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7729060,Нежные майские цветы,,1993-04-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3577058,Нежный возраст,,2002-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2032498,Нежный яд,,1999-09-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q97567948,Незаконченная любовь,,2020-10-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1149059,Неземной серфинг,,2012-12-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28972794,Незнакомец,,2017-07-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4316334,Незнакомка из Уайлдфелл-Холла,,,,,,
http://www.wikidata.org/entity/Q4316335,Незнакомка из Уайлдфелл-Холла,,1996-11-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q65332996,Незнакомцы из ада,,2019-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2276400,Неизвестные лица,,2010-08-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q20642732,Неизвестный город,,,,,,
http://www.wikidata.org/entity/Q129262778,Неисправимые,,2018-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q124692835,Нейромант,,,,,,
http://www.wikidata.org/entity/Q10935299,Нейтан спешит на выручку,,2017-11-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q96396004,Некогда стыдиться,,,,,,
http://www.wikidata.org/entity/Q65069255,Некст,,2020-12-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q23781164,Нелюди,,2017-11-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q31183469,Неманичи — рождение королевства,,,,,,
http://www.wikidata.org/entity/Q367908,Немного за сорок,,2003-08-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4316980,Немного не в себе,,2011-09-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1513601,Немой свидетель,,,,,,
http://www.wikidata.org/entity/Q4317081,Ненависть,,2008-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q59772989,Ненастье,,2018-11-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q39070180,Ненасытная,,2019-10-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q276849,Необходимая жестокость,,2013-08-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q5247142,"Необъяснимо, но факт",,2008-07-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q85981769,Необыкновенная закусочная,,2020-06-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1066688,Необыкновенная семейка,,2011-04-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q98099408,Необыкновенный охотник на демонов,,2021-01-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q65069235,Необыкновенный плейлист Зои,,2021-05-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110118400,Необычный адвокат У Ён У,,2022-08-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1139660,Необычный детектив,,2009-06-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q463655,Неопределившиеся,,2002-03-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15140455,Неосторожные,,2014-09-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4317249,Неотложка,,,,,,
http://www.wikidata.org/entity/Q4317246,Неотложка-2,,,,,,
http://www.wikidata.org/entity/Q115434913,Непобедимая любовь,,2023-06-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7538050,Непобедимые скайеры,,1996-10-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2985552,Непобедимый воин,,2011-09-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q48699734,Неподходящая работа для женщины,,2001-05-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1315853,Непокорная,,2007-04-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q44925,Непокорное сердце,,2013-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110864087,Непослушная мартышка,,,,,,
http://www.wikidata.org/entity/Q28415637,Непревзойдённый,,,,,,
http://www.wikidata.org/entity/Q176027,Непридуманные истории,,1988-05-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q323764,Неприкасаемые,,1994-05-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1247488,Неприкасаемые,,1963-05-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q18462972,Неприкаянные сердца,,1980-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4317384,Неприкосновенные,,,,,,
http://www.wikidata.org/entity/Q118289453,Неприличные деньги,,,,,,
http://www.wikidata.org/entity/Q135818774,Неприятно познакомиться,,2025-12-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16581787,Непрухи,,http://www.wikidata.org/.well-known/genid/86b806b050c87c8cbfa8dacf84ad3055,,,,
http://www.wikidata.org/entity/Q3558962,Нерасказанная история США,,2013-10-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q30514131,Нераскрытое дело,,2018-05-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q134437778,Нераскрытое дело: Кто убил Джонбенет Рэмси,,,,,,
http://www.wikidata.org/entity/Q111917380,Нереалити,,,,,,
http://www.wikidata.org/entity/Q15724865,Нереально,,2018-07-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q79784974,Нерегулярные части,,,,,,
http://www.wikidata.org/entity/Q16889037,Несгибаемая Кимми Шмидт,,2020-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q106472436,Несломленная,,,,,,
http://www.wikidata.org/entity/Q112672817,Несовершенные,,2022-11-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q134428516,Несовершенные женщины,,,,,,
http://www.wikidata.org/entity/Q6034432,Несправедливость,,2011-06-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3338451,Нестор Бурма,,2003-11-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q122724275,Несчастливое счастье,,2010-02-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q759477,Несчастливы вместе,,,,,,
http://www.wikidata.org/entity/Q13338296,Несчастные,,2014-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4658889,Нет места милее дома родного,,2018-10-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q745464,Нетакая,,2007-12-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28443618,Нетипичный,,2021-07-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q6980860,Нетронутые уголки дикой природы,,2013-03-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q17564506,Неудавшаяся жизнь,,2014-12-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4317981,Неудача Пуаро,,,,,,
http://www.wikidata.org/entity/Q16243705,Неудачница,,2014-12-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q203837,Неуклюжая,,2016-05-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2023051,Неукротимая Хильда,,1998-07-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q64982669,Неукротимый: Повелитель Чэньцин,,2019-08-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28443629,Неуправляемая,,2018-09-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16680483,Неформат телесериал,,,,,,
http://www.wikidata.org/entity/Q47642903,Нечистые деньги,,2020-03-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116880087,Нечто убивает детей,,,,,,
http://www.wikidata.org/entity/Q6553844,Нижнее бельё (телесериал),,2010-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q13418131,Низкое зимнее солнце,,2013-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q56885750,Ник вам покажет,,2019-08-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1985313,Ник и Перри,,2001-06-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116947667,Никаких секретов,,2024-06-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q390405,Никита,,2013-12-27T00:00:00Z,http://www.wikidata.org/entity/Q18154845,Teen Choice Award за лучшую мужскую роль в экшн-фильме,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q18152910,"Никки, Рикки, Дикки и Дон",,2018-08-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q20470750,Никогда не откажусь,,2016-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16085077,Никола Тесла,,,,,,
http://www.wikidata.org/entity/Q97356356,Николас Никлби,,1968-05-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q49139327,Николас Никльби,,1977-05-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q97356531,Николас Никльби,,1957-12-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q76259803,Никто не видит,,2019-11-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3449533,"Никто не скажет мне, как любить тебя",,2009-04-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q113005314,Никто не узнает,,,,,,
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,,,,,,
http://www.wikidata.org/entity/Q1970784,"Никто, кроме тебя",,1985-07-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15125497,Нимфы,,2014-06-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4321419,Нина,,2001-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q114175550,Нина,,,,,,
http://www.wikidata.org/entity/Q55074620,Ниндзяк против вселенной Вэлиант,,2018-04-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3203805,Ниро Вульф,,1981-06-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3874787,Ниро Вульф,,2012-05-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28665848,Ниро Вульф и Арчи Гудвин,,,,,,
http://www.wikidata.org/entity/Q15634798,Нити судьбы,,2014-01-20T00:00:00Z,http://www.wikidata.org/entity/Q26183337,премия «Fotogramas de plata» за лучшую главную женскую роль на телевидении,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q15634798,Нити судьбы,,2014-01-20T00:00:00Z,http://www.wikidata.org/entity/Q6359194,премия Союза актёров и актрис за лучшую главную роль на телевидении,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q111466761,Ничего,,2023-10-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q124485743,Ничего не говори,,,,,,
http://www.wikidata.org/entity/Q19954641,Ничего не происходит,,2018-12-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16888237,"Ничего страшного, это любовь",,2014-09-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q99449994,Ничья земля,,,,,,
http://www.wikidata.org/entity/Q978407,Ничья любовь,,1991-06-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753610,Новая Гиджет,,1988-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q260654,Новая Жанна Д’Арк,,2005-04-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2184885,Новая бесконечная история,,2002-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4322414,Новая жертва,,1995-11-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116771872,Новая жизнь Анны,,2023-07-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q25184385,Новая кровь,,,,,,
http://www.wikidata.org/entity/Q29121773,Новая невеста,,2018-11-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q498265,Новая норма,,2013-04-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753791,Новая самая плохая ведьма,,2007-01-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2048374,Новая семейка Аддамс,,1999-08-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2963169,Новеллы Мопассана,,,,,,
http://www.wikidata.org/entity/Q844059,Новенькая,,2018-05-15T00:00:00Z,http://www.wikidata.org/entity/Q3002944,Премия «Выбор телевизионных критиков» за лучшую женскую роль в комедийном сериале,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q85996436,Новенькая,,,,,,
http://www.wikidata.org/entity/Q113005290,Новенький,,,,,,
http://www.wikidata.org/entity/Q12258919,Новички,,2002-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7761469,Новичок,,2008-04-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q114197876,Новичок: Федералы,,2023-05-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1568161,Новобранец,,,,,,
http://www.wikidata.org/entity/Q48744320,Новобранец,,,,,,
http://www.wikidata.org/entity/Q1076434,Новобранцы,,1976-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q742551,Новобрачные,,1956-09-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2748306,Новогодний гала-концерт на CCTV,,,,,,
http://www.wikidata.org/entity/Q1975004,Новости,,2009-07-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q18406292,Новости,,2011-09-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7013811,Новости Нью-Йорка,,1995-11-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q11722688,Новые Мстители,,1977-12-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4326504,Новые подвиги Арсена Люпена,,,,,,
http://www.wikidata.org/entity/Q2362994,Новые приключения Бэтмена,,1999-01-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1986984,Новые приключения Гекльберри Финна,,1969-02-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3827386,Новые приключения Лесси,,1992-02-15T00:00:00Z,http://www.wikidata.org/entity/Q135498,Генезис,,
http://www.wikidata.org/entity/Q4326516,Новые приключения Ниро Вульфа и Арчи Гудвина,,,,,,
http://www.wikidata.org/entity/Q3988461,Новые приключения Перри Мейсона,,1974-01-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753485,Новые приключения Пиноккио,,1961-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2722244,Новые приключения Робин Гуда,,1998-12-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753487,Новые приключения Спиди Гонщика,,1994-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753476,Новые приключения Чёрного красавчика,,1992-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1247170,Новые приключения старой Кристин,,2010-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1748791,Новые трюки,,2015-10-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1247377,Новый Амстердам,,2008-04-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q53582170,"Новый Амстердам (телесериал, 2018)",,2023-01-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q60769208,Новый Папа,,2020-02-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q25397002,Новый агент Макгайвер,,2021-04-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4326866,"Новый богач, новый бедняк",,2008-08-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q112124715,Новый взгляд (сериал),,,,,,
http://www.wikidata.org/entity/Q106623535,Новый вишнёвый вкус,,,,,,
http://www.wikidata.org/entity/Q584745,Новый день,,2007-03-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16961895,Новый закон улиц,,2007-04-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q21876276,Новый расклад в Покерхаусе,,,,,,
http://www.wikidata.org/entity/Q1249051,Новый рассвет,,1989-01-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q7753510,Новый час Арчи и Сабрины,,1977-12-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q55658699,Новый человек,,,,,,
http://www.wikidata.org/entity/Q1148176,Ноев ковчег,,2006-10-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q113614146,Нолли (телесериал),,,,,,
http://www.wikidata.org/entity/Q56277872,НольНольНоль,,,,,,
http://www.wikidata.org/entity/Q27964255,Номер 309,,2017-10-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3346281,Номер 96,,1977-08-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q113005313,Номинация,,,,,,
http://www.wikidata.org/entity/Q875800,Нонни и Мэнни,,1989-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81672757,Нормальные люди,,2020-06-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2058410,Ночи Малибу,,1997-05-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2925279,Ночная жара,,1989-01-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1767071,Ночная смена,,,,,,
http://www.wikidata.org/entity/Q2817229,Ночная смена,,1988-01-01T00:00:00Z,,,,
