tv_series,tv_seriesLabel,start_year,end_year,awardLabel,subjectLabel
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия «Спутник» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,"Премия «Спутник» за лучшую женскую роль второго плана — мини-сериал, телесериал или телефильм",
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Гильдии киноактёров США за лучшую женскую роль в комедийном сериале,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Гильдии режиссёров Америки за лучшую режиссуру — Комедийный телесериал,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,прайм-тайм премия «Эмми» в категории «Лучший приглашённый актёр в комедийном телесериале»,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Ассоциации телевизионных критиков за выдающиеся достижения в комедии,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Primetime Emmy Award for Outstanding Casting for a Comedy Series,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Primetime Emmy Award for Outstanding Cinematography for a Half-Hour Series,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Comedy Series,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,TCA Award for Outstanding New Program,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Ассоциации телевизионных критиков за личные достижения в комедии,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,NAACP Image Award лучшему актёру второго плана в драматическом сериале,неблагополучная семья
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Гильдии сценаристов США за лучший сценарий в комедийном телесериале,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Гильдии сценаристов США за лучший сценарий в новом телесериале,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Спутник» за лучшую мужскую роль в драматическом телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Casting for a Drama Series,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Costumes for a Series,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series,неблагополучная семья
http://www.wikidata.org/entity/Q39719,New York Undercover,1994,1998,NAACP Image Award лучшей актрисе второго плана в драматическом сериале,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q39719,New York Undercover,1994,1998,NAACP Image Award лучшему актёру второго плана в драматическом сериале,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q35791,Секс в большом городе,1998,2004,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,TCA Award for Outstanding New Program,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,TCA Heritage Award,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Ассоциации телевизионных критиков за выдающиеся достижения в драме,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Ассоциации телевизионных критиков за программу года,неблагополучная семья
http://www.wikidata.org/entity/Q39719,New York Undercover,1994,1998,NAACP Image Award лучшему актёру драматического сериала,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Costume Designers Guild Award for Best Costume Design – Contemporary TV Series,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,неблагополучная семья
http://www.wikidata.org/entity/Q48758,"Ясновидец (телесериал, 2006)",2006,2014,NAACP Image Award лучшему актёру драматического сериала,
http://www.wikidata.org/entity/Q48758,"Ясновидец (телесериал, 2006)",2006,2014,NAACP Image Award лучшему актёру в комедийном сериале,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия Ассоциации телевизионных критиков за личные достижения в драме,неблагополучная семья
http://www.wikidata.org/entity/Q48758,"Ясновидец (телесериал, 2006)",2006,2014,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,
http://www.wikidata.org/entity/Q56194,24 часа,2001,2010,Премия Гильдии сценаристов США за лучший сценарий в драматическом телесериале,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия «Эмми» за лучшую режиссуру комедийного телесериала,
http://www.wikidata.org/entity/Q39719,New York Undercover,1994,1998,NAACP Image Award за лучший драматический сериал,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q39719,New York Undercover,1994,1998,NAACP Image Award лучшей актрисе в драматическом сериале,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q48758,"Ясновидец (телесериал, 2006)",2006,2014,NAACP Image Award лучшему актёру второго плана в комедийном сериале,
http://www.wikidata.org/entity/Q48758,"Ясновидец (телесериал, 2006)",2006,2014,Прайм-таймовая премия «Эмми» за лучшую музыкальную композицию для телесериала,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» в категории «Лучшая приглашённая актриса в драматическом телесериале»,неблагополучная семья
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Primetime Emmy Award for Outstanding Stunt Coordination,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Гильдии киноактёров США за лучший актёрский состав в комедийном сериале,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия Гильдии киноактёров США за лучшую мужскую роль в комедийном сериале,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Прайм-тайм премия «Эмми» за лучший сценарий драматического телесериала,неблагополучная семья
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия «Эмми» в категории «Лучшая приглашённая актриса в комедийном телесериале»,
http://www.wikidata.org/entity/Q34659,Меня зовут Эрл,2005,2009,Премия «Эмми» за лучший сценарий комедийного телесериала,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Гильдии сценаристов США за лучший сценарий в драматическом телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Гильдии киноактёров США за лучший актёрский состав в драматическом сериале,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Эмми» за лучшую режиссуру комедийного телесериала,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Спутник» за лучшую мужскую роль в драматическом телесериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» в категории «Лучший приглашённый актёр в драматическом телесериале»,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Эмми» за лучшую женскую роль в комедийном телесериале,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Золотой глобус» за лучший телевизионный сериал — драма,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Casting for a Drama Series,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Costumes for a Series,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии сценаристов США за лучший сценарий в комедийном телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую режиссуру драматического телесериала,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Эмми» за лучший драматический сериал,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую женскую роль в драматическом телесериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Эмми» за лучшую мужскую роль в драматическом телесериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,организованная преступность
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Премия «Эмми» за лучшую режиссуру комедийного телесериала,
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Эмми» за лучший комедийный сериал,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Гильдии киноактёров США за лучший актёрский состав в драматическом сериале,неблагополучная семья
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Премия «Эмми» за лучший комедийный сериал,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» в категории «Лучший приглашённый актёр в драматическом телесериале»,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,NAACP Image Award лучшей актисе второго плана в комедийном сериале,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,NAACP Image Award лучшему актёру второго плана в комедийном сериале,неблагополучная семья
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Премия «Эмми» в категории «Лучшая приглашённая актриса в комедийном телесериале»,
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Премия «Эмми» за лучший сценарий комедийного телесериала,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Золотой глобус» за лучший телевизионный сериал — драма,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую женскую роль второго плана в драматическом телесериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую мужскую роль второго плана в драматическом телесериале,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии киноактёров США за лучший актёрский состав в комедийном сериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Эмми» за лучший драматический сериал,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую женскую роль в драматическом телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Эмми» за лучшую мужскую роль в драматическом телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Золотой глобус» за лучшую мужскую роль — драма,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Спутник» за лучший телевизионный сериал — комедия или мюзикл,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,"Премия «Спутник» за лучшую женскую роль второго плана — мини-сериал, телесериал или телефильм",неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",неблагополучная семья
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Primetime Emmy Award for Outstanding Casting for a Comedy Series,
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Comedy Series,
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Casting for a Comedy Series,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Cinematography for a Half-Hour Series,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Main Title Design,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Comedy Series,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую женскую роль второго плана в драматическом телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую мужскую роль второго плана в драматическом телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии режиссёров Америки за лучшую режиссуру — Комедийный телесериал,марихуана
http://www.wikidata.org/entity/Q18925,Я в рок-группе,2009,2011,Молодой актёр,
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии киноактёров США за лучшую женскую роль в комедийном сериале,марихуана
http://www.wikidata.org/entity/Q23536,Луи,2010,2015,Премия «Эмми» за лучшую мужскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,TCA Award for Outstanding New Program,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,TCA Heritage Award,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Ассоциации телевизионных критиков за выдающиеся достижения в драме,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Ассоциации телевизионных критиков за программу года,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Эмми» за лучшую режиссуру комедийного телесериала,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Эмми» за лучшую женскую роль в комедийном телесериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Costume Designers Guild Award for Best Costume Design – Contemporary TV Series,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Эмми» за лучший комедийный сериал,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия Ассоциации телевизионных критиков за личные достижения в драме,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии сценаристов США за лучший сценарий в комедийном телесериале,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Спутник» за лучшую женскую роль в телевизионном сериале — драма,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Спутник» за лучший телевизионный сериал — драма,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» в категории «Лучшая приглашённая актриса в драматическом телесериале»,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии режиссёров Америки за лучшую режиссуру — Комедийный телесериал,неблагополучная семья
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,NAACP Image Award лучшей актисе второго плана в комедийном сериале,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,NAACP Image Award лучшему актёру второго плана в комедийном сериале,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Прайм-тайм премия «Эмми» за лучший сценарий драматического телесериала,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии киноактёров США за лучший актёрский состав в комедийном сериале,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Золотой глобус» за лучшую мужскую роль — драма,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия Гильдии киноактёров США за лучшую женскую роль в комедийном сериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия Гильдии киноактёров США за лучшую женскую роль в драматическом сериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия Гильдии киноактёров США за лучшую мужскую роль в драматическом сериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия Гильдии сценаристов США за лучший сценарий в драматическом телесериале,организованная преступность
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия «Спутник» за лучшую женскую роль в телевизионном сериале — драма,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Спутник» за лучший телевизионный сериал — драма,неблагополучная семья
http://www.wikidata.org/entity/Q19570,Хорошая жена,2009,2016,British Academy Television Award for Best International Programme,
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Премия «Спутник» за лучший телевизионный сериал — комедия или мюзикл,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,"Премия «Спутник» за лучшую женскую роль второго плана — мини-сериал, телесериал или телефильм",марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Casting for a Comedy Series,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Cinematography for a Half-Hour Series,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Main Title Design,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Comedy Series,марихуана
http://www.wikidata.org/entity/Q23609,Дурман,2005,2012,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,марихуана
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,Премия «Эмми» за лучшую режиссуру драматического телесериала,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,NAACP Image Award лучшему актёру второго плана в драматическом сериале,организованная преступность
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия Гильдии киноактёров США за лучшую женскую роль в драматическом сериале,неблагополучная семья
http://www.wikidata.org/entity/Q23628,Клан Сопрано,1999,2007,премия Гильдии киноактёров США за лучшую мужскую роль в драматическом сериале,неблагополучная семья
http://www.wikidata.org/entity/Q1156746,Саутленд,2009,2013,BET Award лучшему актёру и актрисе,Департамент полиции города Лос-Анджелес
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Daytime Emmy Award for Outstanding Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Daytime Emmy Award for Outstanding Lead Actor in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Daytime Emmy Award for Outstanding Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Daytime Emmy Award for Outstanding Lead Actor in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Дневная премия «Эмми» за лучшую женскую роль в драматическом сериале,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Дневная премия «Эмми» за лучшую женскую роль в драматическом сериале,
http://www.wikidata.org/entity/Q1385782,Q1385782,1987,1990,премия «Оскар» за лучший документальный полнометражный фильм,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Daytime Emmy Award for Outstanding Drama Series Writing Team,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Daytime Emmy Award for Outstanding Younger Actor in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Daytime Emmy Award for Outstanding Drama Series Writing Team,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Daytime Emmy Award for Outstanding Younger Actor in a Drama Series,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Дневная премия «Эмми» лучшей молодой актрисе в драматическом сериале,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Дневная премия «Эмми» лучшей молодой актрисе в драматическом сериале,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,Directors Guild of America Award for Outstanding Directing – Daytime Serials,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,Directors Guild of America Award for Outstanding Directing – Daytime Serials,
http://www.wikidata.org/entity/Q1166230,Тёмные небеса,1996,1997,Primetime Emmy Award for Outstanding Main Title Design,
http://www.wikidata.org/entity/Q1166230,Тёмные небеса,1996,1997,Прайм-таймовая премия «Эмми» за лучшую оригинальную главную вступительную музыкальную тему,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1937,2009,NAACP Image Award лучшей актрисе в дневном драматическом сериале,
http://www.wikidata.org/entity/Q1145764,Направляющий свет,1952,2009,NAACP Image Award лучшей актрисе в дневном драматическом сериале,
http://www.wikidata.org/entity/Q1168760,Вверх и вниз по лестнице,1971,1975,премия «Эмми» за лучший драматический сериал,
http://www.wikidata.org/entity/Q1168760,Вверх и вниз по лестнице,1971,1975,Премия «Эмми» за лучшую женскую роль в драматическом телесериале,
http://www.wikidata.org/entity/Q1168760,Вверх и вниз по лестнице,1971,1975,Премия «Эмми» за лучшую женскую роль второго плана в мини-сериале или фильме,
http://www.wikidata.org/entity/Q1169496,BBC: Жизнь птиц,1998,1998,British Academy Television Award for Best Factual Series or Strand,птицы
http://www.wikidata.org/entity/Q1894972,Таинственный театр 3000 года,1988,1999,"Прайм-таймовая премия «Эмми» за лучший сценарий для варьете, музыкального или комедийного сериала",
http://www.wikidata.org/entity/Q1258715,The Drew Carey Show,1995,2004,Премия «Спутник» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q1258715,The Drew Carey Show,1995,2004,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,
http://www.wikidata.org/entity/Q1159304,Танцевальная академия,2010,2013,AACTA Award for Best Children’s Television Series,
http://www.wikidata.org/entity/Q1159304,Танцевальная академия,2010,2013,Премия AACTA за лучший дизайн костюмов,
http://www.wikidata.org/entity/Q1159304,Танцевальная академия,2010,2013,Премия AACTA за лучшую режиссуру на телевидении,
http://www.wikidata.org/entity/Q1156746,Саутленд,2009,2013,NAACP Image Award лучшей актрисе в драматическом сериале,Департамент полиции города Лос-Анджелес
http://www.wikidata.org/entity/Q1164742,Эпизоды,2011,2017,Премия «Эмми» за лучшую мужскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q1258715,The Drew Carey Show,1995,2004,прайм-тайм премия «Эмми» в категории «Лучший приглашённый актёр в комедийном телесериале»,
http://www.wikidata.org/entity/Q1156975,Evening Shade,1990,1994,Премия «Эмми» за лучшую мужскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q1159304,Танцевальная академия,2010,2013,Logie Award for Most Outstanding Children's Program,
http://www.wikidata.org/entity/Q1258715,The Drew Carey Show,1995,2004,Primetime Emmy Award for Outstanding Choreography,
http://www.wikidata.org/entity/Q1258715,The Drew Carey Show,1995,2004,Primetime Emmy Award for Outstanding Costumes for a Series,
http://www.wikidata.org/entity/Q1258715,The Drew Carey Show,1995,2004,Премия Ассоциации телевизионных критиков за личные достижения в комедии,
http://www.wikidata.org/entity/Q1156746,Саутленд,2009,2013,Primetime Emmy Award for Outstanding Stunt Coordination,Департамент полиции города Лос-Анджелес
http://www.wikidata.org/entity/Q1156975,Evening Shade,1990,1994,Премия «Эмми» в категории «Лучшая приглашённая актриса в комедийном телесериале»,
http://www.wikidata.org/entity/Q1145054,The NBC Mystery Movie,1971,1977,Премия «Золотой глобус» за лучший телевизионный сериал — драма,
http://www.wikidata.org/entity/Q1162096,Durham County,2007,2010,Gemini Award for Best Dramatic Series,
http://www.wikidata.org/entity/Q1162096,Durham County,2007,2010,Gemini Award for Best Performance by an Actor in a Continuing Leading Dramatic Role,
http://www.wikidata.org/entity/Q1162096,Durham County,2007,2010,Gemini Award for Best Performance by an Actress in a Continuing Leading Dramatic Role,
http://www.wikidata.org/entity/Q1156975,Evening Shade,1990,1994,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q1145054,The NBC Mystery Movie,1971,1977,Премия «Эмми» за лучший мини-сериал,
http://www.wikidata.org/entity/Q1145054,The NBC Mystery Movie,1971,1977,Премия «Эмми» в категории «Лучший приглашённый актёр в драматическом телесериале»,
http://www.wikidata.org/entity/Q1145054,The NBC Mystery Movie,1971,1977,Премия «Эмми» в категории «Лучшая приглашённая актриса в драматическом телесериале»,
http://www.wikidata.org/entity/Q1584299,Счастливый конец,2011,2013,Online Film & Television Association Award,
http://www.wikidata.org/entity/Q1145054,The NBC Mystery Movie,1971,1977,Прайм-тайм премия «Эмми» за лучший сценарий драматического телесериала,
http://www.wikidata.org/entity/Q1156975,Evening Shade,1990,1994,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q1156975,Evening Shade,1990,1994,Премия «Эмми» за лучшую мужскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q1247718,Disney anthology television series,1954,2008,премия «Оскар» за лучший документальный короткометражный фильм,
http://www.wikidata.org/entity/Q1782870,Krøniken,2004,2007,International Emmy Award for best drama series,
http://www.wikidata.org/entity/Q1145054,The NBC Mystery Movie,1971,1977,Прайм-таймовая премия «Эмми» за лучшую музыкальную композицию для телесериала,
http://www.wikidata.org/entity/Q1161822,Моя так называемая жизнь,1994,1995,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,
http://www.wikidata.org/entity/Q1156876,Закон Хэрри,2011,2012,премия Гильдии киноактёров США за лучшую женскую роль в драматическом сериале,
http://www.wikidata.org/entity/Q1520493,Горец,1992,1998,Gemini Award for Best Dramatic Series,
